order_id,customer_id,product_id,order_date,order_amount
43,CUST0627,PROD0720,2024-10-04,271.96
44,CUST0359,PROD0983,2024-08-12,561.43
45,CUST0804,PROD0280,2024-08-27,75.12
46,CUST0576,PROD0182,2024-05-05,338.04
47,CUST0408,PROD0089,2024-10-26,645.99
48,CUST0897,PROD0137,2024-12-19,217.67
49,CUST0240,PROD0501,2024-07-01,232.48
50,CUST0437,PROD0132,2024-01-08,73.74
51,CUST0992,PROD0459,2024-01-11,431.6
52,CUST0601,PROD0997,2024-11-28,437.55
53,CUST0414,PROD0322,2024-05-11,744.33
54,CUST0707,PROD0103,2024-03-08,255.04
55,CUST0580,PROD0204,2024-04-10,190.94
56,CUST0730,PROD0936,2024-03-08,109.23
57,CUST0454,PROD0538,2024-08-25,28.57
58,CUST0317,PROD0360,2024-01-14,589.92
59,CUST0038,PROD0087,2024-08-22,732.23
60,CUST0926,PROD0184,2024-12-02,718.64
61,CUST0579,PROD0400,2024-03-29,506.28
62,CUST0616,PROD0091,2024-10-06,235.52
63,CUST0119,PROD0811,2024-02-21,272.54
64,CUST0309,PROD0121,2024-12-04,418.89
65,CUST0267,PROD0496,2024-05-31,669.84
66,CUST0782,PROD0525,2024-10-30,545.12
67,CUST0181,PROD0240,2024-07-24,539.34
68,CUST0416,PROD0182,2024-04-03,441.76
69,CUST0257,PROD0266,2024-10-03,411.18
70,CUST0616,PROD0552,2024-09-21,220.15
71,CUST0530,PROD0177,2024-09-22,691.43
72,CUST0200,PROD0915,2024-11-08,177.71
73,CUST0189,PROD0211,2024-03-08,50.3
74,CUST0721,PROD0178,2024-09-06,368.9
75,CUST0937,PROD0876,2024-01-14,23.22
76,CUST0112,PROD0201,2024-02-01,263.57
77,CUST0718,PROD0362,2024-03-22,343.93
78,CUST0624,PROD0184,2024-08-30,544.25
79,CUST0655,PROD0637,2024-03-12,370.27
80,CUST0803,PROD0734,2024-09-14,171.48
81,CUST0483,PROD0898,2024-09-26,631.58
82,CUST0551,PROD0892,2024-06-04,488.43
83,CUST0269,PROD0936,2024-10-24,622.31
84,CUST0447,PROD0714,2024-07-17,551.51
85,CUST0053,PROD0591,2024-07-10,439.6
86,CUST0057,PROD0392,2024-07-06,166.82
87,CUST0794,PROD0112,2024-08-26,738.1
88,CUST0126,PROD0181,2024-05-27,359.95
89,CUST0373,PROD0507,2024-08-31,461.52
90,CUST0323,PROD0524,2024-03-29,145.46
91,CUST0859,PROD0097,2024-11-27,320.49
92,CUST0338,PROD0370,2024-12-27,421.68
93,CUST0490,PROD0052,2024-10-11,500.82
94,CUST0487,PROD0852,2024-09-03,272.82
95,CUST0166,PROD0824,2024-03-01,744.9
96,CUST0614,PROD0786,2024-09-21,345.25
97,CUST0487,PROD0833,2024-06-21,203.11
98,CUST0878,PROD0899,2024-07-04,109.74
99,CUST0950,PROD0284,2024-07-03,123.27
100,CUST0399,PROD0466,2024-09-15,600.42
101,CUST0510,PROD0776,2024-06-06,341.03
102,CUST0564,PROD0474,2024-02-19,500.06
103,CUST0296,PROD0039,2024-04-23,376.26
104,CUST0420,PROD0489,2024-03-13,307.64
105,CUST0013,PROD0061,2024-08-16,741.93
106,CUST0396,PROD0453,2024-03-09,494.47
107,CUST0099,PROD0629,2024-06-08,284.52
108,CUST0530,PROD0133,2024-02-14,121.71
109,CUST0783,PROD0627,2024-06-17,746.7
110,CUST0334,PROD0473,2024-02-10,38.57
111,CUST0184,PROD0775,2024-01-13,21.62
112,CUST0820,PROD0182,2024-04-24,322.31
113,CUST0532,PROD0600,2024-03-06,659.73
114,CUST0398,PROD0442,2024-04-28,97.56
115,CUST0300,PROD0205,2024-11-02,358.21
116,CUST0532,PROD0012,2024-04-08,511.31
117,CUST0873,PROD0785,2024-05-22,728.64
118,CUST0868,PROD0340,2024-02-25,40.21
119,CUST0243,PROD0150,2024-06-26,753.12
120,CUST0694,PROD0395,2024-06-15,484.62
121,CUST0590,PROD0591,2024-11-01,415.58
122,CUST0572,PROD0602,2024-09-21,91.53
123,CUST0472,PROD0714,2024-07-07,725.01
124,CUST0557,PROD0389,2024-06-25,27.04
125,CUST0662,PROD0168,2024-10-17,53.58
126,CUST0582,PROD0250,2024-03-24,247.96
127,CUST0009,PROD0669,2024-05-19,200.27
128,CUST0496,PROD0739,2024-11-26,717.71
129,CUST0221,PROD0453,2024-08-17,227.08
130,CUST0507,PROD0595,2024-03-15,601.8
131,CUST0513,PROD0857,2024-10-09,35.7
132,CUST0110,PROD0001,2024-01-07,387.48
133,CUST0216,PROD0550,2024-07-14,799.08
134,CUST0047,PROD0322,2024-04-25,341.75
135,CUST0495,PROD0782,2024-06-09,453.53
136,CUST0270,PROD0202,2024-02-11,731.69
137,CUST0567,PROD0848,2024-02-17,38.57
138,CUST0933,PROD0893,2024-05-22,173.98
139,CUST0787,PROD0228,2024-04-24,199.96
140,CUST0581,PROD0257,2024-07-22,763.25
141,CUST0649,PROD0878,2024-03-04,528.96
142,CUST0360,PROD0855,2024-04-11,779.17
143,CUST0242,PROD0411,2024-05-22,595.31
144,CUST0018,PROD0623,2024-12-24,87.45
145,CUST0636,PROD0579,2024-06-17,577.56
146,CUST0090,PROD0895,2024-12-12,269.82
147,CUST0058,PROD0889,2024-04-29,745.55
148,CUST0849,PROD0985,2024-07-11,634.45
149,CUST0774,PROD0754,2024-01-26,552.65
150,CUST0660,PROD0455,2024-08-06,768.01
151,CUST0294,PROD0169,2024-02-02,604.16
152,CUST0967,PROD0788,2024-06-26,236.01
153,CUST0319,PROD0012,2024-07-07,484.5
154,CUST0737,PROD0574,2024-05-03,653.02
155,CUST0057,PROD0830,2024-11-09,226.06
156,CUST0428,PROD0571,2024-02-14,331.53
157,CUST0090,PROD0876,2024-03-19,785.86
158,CUST0434,PROD0226,2024-12-03,253.75
159,CUST0407,PROD0120,2024-07-21,581.24
160,CUST0792,PROD0392,2024-05-17,382.69
161,CUST0840,PROD0167,2024-08-10,732.06
162,CUST0607,PROD0272,2024-05-01,77.21
163,CUST0139,PROD0670,2024-11-02,492.84
164,CUST0288,PROD0718,2024-10-28,569.8
165,CUST0679,PROD0296,2024-05-21,95.8
166,CUST0055,PROD0127,2024-06-03,794.84
167,CUST0077,PROD0678,2024-09-16,368.34
168,CUST0654,PROD0921,2024-08-15,165.24
169,CUST0867,PROD0916,2024-03-20,64.59
170,CUST0525,PROD0863,2024-09-21,638.41
171,CUST0673,PROD0303,2024-12-28,551.29
172,CUST0059,PROD0718,2024-04-22,154.24
173,CUST0150,PROD0210,2024-01-04,276.82
174,CUST0148,PROD0346,2024-07-07,493.7
175,CUST0916,PROD0032,2024-07-23,42.6
176,CUST0126,PROD0728,2024-04-22,679.37
177,CUST0020,PROD0234,2024-10-31,717.03
178,CUST0610,PROD0371,2024-08-06,691.86
179,CUST0960,PROD0139,2024-06-17,390.39
180,CUST0118,PROD0599,2024-03-15,265.87
181,CUST0727,PROD0061,2024-11-13,522.57
182,CUST0767,PROD0950,2024-12-13,477.38
183,CUST0395,PROD0111,2024-12-26,124.5
184,CUST0215,PROD0468,2024-01-31,427.01
185,CUST0585,PROD0667,2024-08-14,242.52
186,CUST0304,PROD0827,2024-01-28,280.74
187,CUST0348,PROD0197,2024-12-16,279.25
188,CUST0122,PROD0414,2024-02-22,791.59
189,CUST0297,PROD0197,2024-04-15,759.68
190,CUST0641,PROD0872,2024-11-03,157.98
191,CUST0416,PROD0617,2024-12-01,218.81
192,CUST0258,PROD0250,2024-03-01,138.37
193,CUST0198,PROD0449,2024-04-28,792.73
194,CUST0615,PROD0188,2024-05-27,55.0
195,CUST0882,PROD0260,2024-07-25,66.69
196,CUST0060,PROD0737,2024-06-18,102.76
197,CUST0472,PROD0546,2024-07-23,512.84
198,CUST0683,PROD0711,2024-02-08,684.44
199,CUST0395,PROD0965,2024-09-30,204.0
200,CUST0378,PROD0353,2024-04-07,234.41
201,CUST0534,PROD0595,2024-12-23,674.09
202,CUST0928,PROD0343,2024-10-04,181.95
203,CUST0389,PROD0714,2024-10-13,53.9
204,CUST0517,PROD0771,2024-01-04,526.62
205,CUST0730,PROD0486,2024-06-30,700.01
206,CUST0428,PROD0308,2024-01-29,703.53
207,CUST0360,PROD0786,2024-09-03,689.77
208,CUST0690,PROD0039,2024-02-24,45.93
209,CUST0993,PROD0305,2024-04-11,281.46
210,CUST0401,PROD0441,2024-01-07,211.63
211,CUST0968,PROD0613,2024-12-27,412.89
212,CUST0853,PROD0457,2024-10-13,307.66
213,CUST0467,PROD0944,2024-04-26,112.07
214,CUST0571,PROD0580,2024-07-21,312.19
215,CUST0712,PROD0482,2024-08-15,646.67
216,CUST0056,PROD0382,2024-03-12,319.4
217,CUST0948,PROD0874,2024-10-12,174.53
218,CUST0349,PROD0682,2024-01-21,304.37
219,CUST0035,PROD0917,2024-08-03,145.93
220,CUST0070,PROD0946,2024-10-14,682.05
221,CUST0345,PROD0892,2024-06-20,311.66
222,CUST0706,PROD0560,2024-12-22,624.08
223,CUST0483,PROD0888,2024-11-04,628.23
224,CUST0303,PROD0253,2024-03-20,498.09
225,CUST0866,PROD0040,2024-01-16,232.74
226,CUST0871,PROD0762,2024-04-26,262.25
227,CUST0679,PROD0025,2024-12-29,202.43
228,CUST0664,PROD0177,2024-10-17,388.79
229,CUST0076,PROD0124,2024-12-11,363.78
230,CUST0924,PROD0701,2024-04-25,398.05
231,CUST0138,PROD0503,2024-04-16,782.93
232,CUST0189,PROD0067,2024-11-05,538.92
233,CUST0002,PROD0527,2024-05-27,502.92
234,CUST0317,PROD0795,2024-01-27,596.99
235,CUST0548,PROD0531,2024-06-19,743.62
236,CUST0848,PROD0419,2024-11-12,526.04
237,CUST0544,PROD0628,2024-03-10,451.06
238,CUST0403,PROD0680,2024-11-16,338.81
239,CUST0085,PROD0539,2024-04-22,215.96
240,CUST0988,PROD0936,2024-11-09,657.75
241,CUST0306,PROD0868,2024-09-25,399.32
242,CUST0599,PROD0985,2024-08-07,681.33
243,CUST0294,PROD0920,2024-02-16,618.86
244,CUST0432,PROD0103,2024-08-05,209.0
245,CUST0887,PROD0498,2024-02-27,613.52
246,CUST0399,PROD0723,2024-01-13,340.95
247,CUST0019,PROD0613,2024-04-19,375.29
248,CUST0577,PROD0436,2024-04-06,41.9
249,CUST0535,PROD0195,2024-11-03,624.58
250,CUST0619,PROD0410,2024-12-23,58.15
251,CUST0150,PROD0710,2024-07-24,416.47
252,CUST0683,PROD0352,2024-09-01,747.6
253,CUST0229,PROD0151,2024-03-03,245.85
254,CUST0404,PROD0889,2024-03-23,489.55
255,CUST0949,PROD0468,2024-11-08,510.39
256,CUST0261,PROD0109,2024-04-21,777.5
257,CUST0448,PROD0326,2024-12-18,683.29
258,CUST0054,PROD0451,2024-11-21,486.13
259,CUST0179,PROD0514,2024-12-17,137.51
260,CUST0212,PROD0825,2024-04-20,645.29
261,CUST0311,PROD0321,2024-09-15,131.91
262,CUST0177,PROD0619,2024-02-23,439.74
263,CUST0851,PROD0649,2024-02-08,502.33
264,CUST0911,PROD0464,2024-06-10,145.32
265,CUST0998,PROD1000,2024-09-16,475.1
266,CUST0355,PROD0529,2024-10-24,557.29
267,CUST0967,PROD0724,2024-10-14,32.75
268,CUST0617,PROD0248,2024-10-15,295.02
269,CUST0876,PROD0171,2024-08-30,615.04
270,CUST0634,PROD0625,2024-08-20,408.37
271,CUST0094,PROD0884,2024-11-03,221.61
272,CUST0025,PROD0560,2024-02-19,683.45
273,CUST0202,PROD0853,2024-03-05,239.57
274,CUST0344,PROD0904,2024-05-21,575.55
275,CUST0179,PROD0561,2024-10-27,424.08
276,CUST0226,PROD0233,2024-09-22,558.41
277,CUST0574,PROD0249,2024-01-24,392.3
278,CUST0485,PROD0128,2024-09-09,201.23
279,CUST0911,PROD0072,2024-05-16,460.98
280,CUST0585,PROD0026,2024-09-12,127.95
281,CUST0145,PROD0940,2024-12-28,697.31
282,CUST0233,PROD0407,2024-05-16,171.47
283,CUST0360,PROD0984,2024-06-18,732.98
284,CUST0414,PROD0922,2024-05-18,76.75
285,CUST0470,PROD0362,2024-12-15,29.12
286,CUST0714,PROD0266,2024-05-11,764.78
287,CUST0534,PROD0512,2024-01-22,119.89
288,CUST0435,PROD0559,2024-12-03,120.79
289,CUST0736,PROD0524,2024-08-09,450.56
290,CUST0478,PROD0226,2024-05-09,20.57
291,CUST0662,PROD0244,2024-08-21,400.22
292,CUST0301,PROD0817,2024-02-19,498.15
293,CUST0408,PROD0186,2024-12-23,412.14
294,CUST0680,PROD0435,2024-01-26,783.19
295,CUST0641,PROD0292,2024-03-02,281.1
296,CUST0804,PROD0399,2024-01-17,694.93
297,CUST0749,PROD0784,2024-01-17,671.38
298,CUST0839,PROD0965,2024-03-21,29.17
299,CUST0883,PROD0662,2024-02-12,560.41
300,CUST0118,PROD0725,2024-04-16,145.08
301,CUST0167,PROD0120,2024-02-08,129.32
302,CUST0589,PROD0042,2024-09-25,415.72
303,CUST0049,PROD0816,2024-09-20,238.11
304,CUST0489,PROD0998,2024-02-28,689.66
305,CUST0931,PROD0689,2024-04-23,57.85
306,CUST0637,PROD0077,2024-11-30,594.56
307,CUST0202,PROD0920,2024-12-19,202.03
308,CUST0848,PROD0611,2024-01-18,180.93
309,CUST0520,PROD0143,2024-07-03,683.92
310,CUST0104,PROD0289,2024-01-23,181.9
311,CUST0475,PROD0704,2024-10-29,787.25
312,CUST0803,PROD0424,2024-04-15,271.49
313,CUST0821,PROD0236,2024-11-30,145.83
314,CUST0844,PROD0568,2024-05-19,662.1
315,CUST0962,PROD0802,2024-03-29,783.93
316,CUST0237,PROD0143,2024-02-15,478.52
317,CUST0947,PROD0554,2024-07-21,425.97
318,CUST0428,PROD0544,2024-04-12,717.89
319,CUST0821,PROD0356,2024-10-13,134.69
320,CUST0132,PROD0018,2024-11-24,718.66
321,CUST0159,PROD0612,2024-02-04,750.33
322,CUST0614,PROD0038,2024-04-26,332.91
323,CUST0322,PROD0699,2024-08-06,695.25
324,CUST0796,PROD0897,2024-10-04,305.78
325,CUST0436,PROD0596,2024-10-01,100.83
326,CUST0841,PROD0191,2024-05-23,198.23
327,CUST0105,PROD0527,2024-08-01,249.53
328,CUST0546,PROD0201,2024-06-07,757.34
329,CUST0833,PROD0769,2024-12-11,792.63
330,CUST0786,PROD0071,2024-10-02,32.41
331,CUST0868,PROD0451,2024-07-12,332.54
332,CUST0456,PROD0106,2024-07-23,147.08
333,CUST0891,PROD0856,2024-04-01,613.57
334,CUST0880,PROD0731,2024-02-16,139.39
335,CUST0347,PROD0276,2024-03-13,437.58
336,CUST0622,PROD0431,2024-01-13,59.21
337,CUST0821,PROD0519,2024-03-12,91.0
338,CUST0192,PROD0205,2024-09-29,35.21
339,CUST0414,PROD0751,2024-08-16,664.16
340,CUST0870,PROD0872,2024-09-30,523.69
341,CUST0918,PROD0071,2024-01-11,25.52
342,CUST0111,PROD0124,2024-11-12,249.73
343,CUST0618,PROD0144,2024-02-20,367.69
344,CUST0730,PROD0604,2024-03-21,690.37
345,CUST0934,PROD0072,2024-08-07,502.35
346,CUST0890,PROD0268,2024-12-23,707.29
347,CUST0583,PROD0847,2024-11-08,702.1
348,CUST0623,PROD0720,2024-11-25,406.43
349,CUST0294,PROD0030,2024-08-06,173.65
350,CUST0118,PROD0429,2024-04-25,555.28
351,CUST0135,PROD0904,2024-08-25,517.62
352,CUST0081,PROD0652,2024-09-17,38.79
353,CUST0685,PROD0088,2024-07-10,679.08
354,CUST0347,PROD0620,2024-04-30,490.89
355,CUST0728,PROD0539,2024-06-18,368.21
356,CUST0549,PROD0280,2024-11-01,675.47
357,CUST0052,PROD0521,2024-04-10,239.66
358,CUST0844,PROD0844,2024-05-18,318.79
359,CUST0834,PROD0507,2024-08-25,176.27
360,CUST0710,PROD0560,2024-06-06,247.46
361,CUST0167,PROD0412,2024-04-10,766.62
362,CUST0517,PROD0124,2024-06-22,660.14
363,CUST0743,PROD0123,2024-03-31,685.87
364,CUST0537,PROD0669,2024-07-15,543.69
365,CUST0808,PROD0065,2024-06-27,761.45
366,CUST0951,PROD0662,2024-09-03,617.16
367,CUST0740,PROD0915,2024-04-11,109.78
368,CUST0349,PROD0084,2024-02-02,410.11
369,CUST0733,PROD0925,2024-04-08,644.08
370,CUST0396,PROD0719,2024-04-22,583.13
371,CUST0980,PROD0895,2024-12-20,779.24
372,CUST0016,PROD0134,2024-11-08,29.51
373,CUST0253,PROD0648,2024-04-29,770.52
374,CUST0258,PROD0966,2024-07-01,99.71
375,CUST0637,PROD0575,2024-03-28,174.9
376,CUST0147,PROD0248,2024-12-17,204.63
377,CUST0342,PROD0225,2024-10-14,296.3
378,CUST0935,PROD0434,2024-04-01,422.22
379,CUST0785,PROD0121,2024-01-07,683.63
380,CUST0721,PROD0395,2024-02-20,722.72
381,CUST0838,PROD0964,2024-12-12,631.75
382,CUST0219,PROD0383,2024-07-09,46.25
383,CUST0644,PROD0023,2024-08-11,182.64
384,CUST0150,PROD0628,2024-08-24,645.9
385,CUST0376,PROD0712,2024-11-10,692.95
386,CUST0060,PROD0254,2024-11-03,298.2
387,CUST0613,PROD0400,2024-02-28,552.8
388,CUST0696,PROD0283,2024-01-20,183.32
389,CUST0378,PROD0575,2024-02-23,126.62
390,CUST0473,PROD0900,2024-01-22,389.82
391,CUST0351,PROD0691,2024-10-30,750.61
392,CUST0367,PROD0915,2024-07-03,625.15
393,CUST0704,PROD0875,2024-10-16,466.63
394,CUST0137,PROD0053,2024-06-04,85.13
395,CUST0348,PROD0787,2024-09-02,721.04
396,CUST0909,PROD0850,2024-11-03,678.55
397,CUST0544,PROD0274,2024-06-28,289.56
398,CUST0468,PROD0285,2024-03-11,156.97
399,CUST0937,PROD0202,2024-08-22,488.05
400,CUST0530,PROD0680,2024-07-06,105.34
401,CUST0734,PROD0722,2024-04-14,253.61
402,CUST0031,PROD0154,2024-06-18,542.01
403,CUST0905,PROD0111,2024-08-03,749.61
404,CUST0261,PROD0248,2024-10-26,237.36
405,CUST0433,PROD0144,2024-05-15,756.86
406,CUST0511,PROD0991,2024-12-09,584.45
407,CUST0344,PROD0476,2024-06-12,252.59
408,CUST0657,PROD0509,2024-01-25,353.94
409,CUST0180,PROD0465,2024-03-21,701.39
410,CUST0432,PROD0521,2024-03-28,225.45
411,CUST0947,PROD0396,2024-03-25,299.14
412,CUST0429,PROD0627,2024-06-29,651.51
413,CUST0132,PROD0428,2024-11-27,412.65
414,CUST0072,PROD0598,2024-08-17,29.57
415,CUST0021,PROD0647,2024-02-07,563.28
416,CUST0449,PROD0530,2024-02-28,380.51
417,CUST0514,PROD0237,2024-07-21,95.97
418,CUST0854,PROD0129,2024-05-14,626.15
419,CUST0161,PROD0262,2024-06-30,788.38
420,CUST0178,PROD0517,2024-10-25,639.21
421,CUST0530,PROD0340,2024-04-16,41.54
422,CUST0488,PROD0947,2024-04-12,397.41
423,CUST0894,PROD0009,2024-09-12,335.33
424,CUST0253,PROD0953,2024-09-01,107.71
425,CUST0047,PROD0501,2024-04-02,687.02
426,CUST0122,PROD0015,2024-04-17,120.42
427,CUST0166,PROD0422,2024-10-17,310.74
428,CUST0829,PROD0819,2024-06-21,375.08
429,CUST0735,PROD0559,2024-08-01,201.3
430,CUST0740,PROD0407,2024-12-06,168.76
431,CUST0311,PROD0903,2024-02-26,717.93
432,CUST0609,PROD0204,2024-04-23,631.3
433,CUST0182,PROD0857,2024-01-09,281.82
434,CUST0258,PROD0424,2024-10-30,73.65
435,CUST0557,PROD0581,2024-11-06,124.75
436,CUST0556,PROD0180,2024-04-16,259.98
437,CUST0608,PROD0856,2024-05-31,319.77
438,CUST0618,PROD0184,2024-12-13,393.13
439,CUST0928,PROD0573,2024-05-06,576.07
440,CUST0697,PROD0565,2024-03-27,759.21
441,CUST0016,PROD0775,2024-06-16,608.53
442,CUST0896,PROD0794,2024-11-16,134.57
443,CUST0446,PROD0254,2024-04-12,479.44
444,CUST0760,PROD0021,2024-06-09,648.08
445,CUST0013,PROD0505,2024-01-20,703.9
446,CUST0748,PROD0696,2024-05-26,696.32
447,CUST0366,PROD0461,2024-01-13,216.33
448,CUST0302,PROD0096,2024-09-17,640.42
449,CUST0647,PROD0101,2024-07-14,181.51
450,CUST0410,PROD0519,2024-03-23,702.52
451,CUST0716,PROD0924,2024-06-15,325.9
452,CUST0107,PROD0863,2024-08-19,245.56
453,CUST0074,PROD0273,2024-01-09,63.79
454,CUST0529,PROD0727,2024-10-26,466.96
455,CUST0413,PROD0463,2024-08-29,164.57
456,CUST0318,PROD0357,2024-03-13,167.28
457,CUST0101,PROD0939,2024-01-27,719.43
458,CUST0678,PROD0400,2024-01-03,670.37
459,CUST0402,PROD0377,2024-09-09,590.13
460,CUST0488,PROD0532,2024-09-28,173.3
461,CUST0448,PROD0171,2024-06-07,170.33
462,CUST0338,PROD0847,2024-10-28,314.38
463,CUST0845,PROD0485,2024-03-04,733.94
464,CUST0432,PROD0894,2024-09-10,106.6
465,CUST0372,PROD0071,2024-07-27,650.31
466,CUST0485,PROD0292,2024-02-17,759.75
467,CUST0637,PROD0181,2024-07-11,170.97
468,CUST0175,PROD0628,2024-10-12,728.07
469,CUST0336,PROD0263,2024-11-23,666.78
470,CUST0686,PROD0356,2024-06-09,741.73
471,CUST0150,PROD0226,2024-07-05,641.28
472,CUST0138,PROD0209,2024-12-27,725.07
473,CUST0727,PROD0123,2024-05-21,713.65
474,CUST0402,PROD0989,2024-03-30,433.74
475,CUST0822,PROD0074,2024-08-15,305.85
476,CUST0454,PROD0654,2024-09-14,131.39
477,CUST0541,PROD0612,2024-04-21,745.86
478,CUST0462,PROD0459,2024-10-29,647.8
479,CUST0951,PROD0638,2024-02-21,54.37
480,CUST0336,PROD0087,2024-09-12,598.56
481,CUST0202,PROD0424,2024-04-18,92.38
482,CUST0528,PROD0953,2024-08-08,74.88
483,CUST0654,PROD0320,2024-06-12,215.63
484,CUST0913,PROD0252,2024-05-26,410.32
485,CUST0178,PROD0589,2024-04-05,263.51
486,CUST0354,PROD0236,2024-11-18,681.84
487,CUST0088,PROD0865,2024-08-28,694.45
488,CUST0280,PROD0059,2024-03-29,353.09
489,CUST0490,PROD0293,2024-07-01,48.96
490,CUST0775,PROD0655,2024-03-06,129.42
491,CUST0450,PROD0836,2024-02-04,388.75
492,CUST0777,PROD0491,2024-06-22,648.58
493,CUST0484,PROD0214,2024-11-30,75.19
494,CUST0548,PROD0817,2024-03-14,567.43
495,CUST0886,PROD0286,2024-06-25,487.38
496,CUST0284,PROD0022,2024-04-20,711.74
497,CUST0658,PROD0643,2024-09-12,678.58
498,CUST0993,PROD0320,2024-07-21,132.36
499,CUST0584,PROD0941,2024-02-14,213.33
500,CUST0005,PROD0350,2024-05-12,670.55
501,CUST0391,PROD0496,2024-06-25,426.76
502,CUST0267,PROD0926,2024-02-28,190.86
503,CUST0616,PROD0299,2024-12-04,227.68
504,CUST0888,PROD0527,2024-07-08,124.94
505,CUST0070,PROD0428,2024-07-04,628.91
506,CUST0148,PROD0627,2024-05-16,136.32
507,CUST0529,PROD0853,2024-08-07,474.48
508,CUST0873,PROD0196,2024-01-06,452.17
509,CUST0418,PROD0359,2024-10-01,271.73
510,CUST0770,PROD0931,2024-09-11,311.18
511,CUST0366,PROD0771,2024-07-16,622.35
512,CUST0504,PROD0488,2024-07-18,283.92
513,CUST0558,PROD0598,2024-11-01,95.43
514,CUST0826,PROD0002,2024-11-10,743.08
515,CUST0464,PROD0772,2024-03-01,143.63
516,CUST0754,PROD0306,2024-09-19,47.53
517,CUST0225,PROD0826,2024-04-12,778.94
518,CUST0104,PROD0765,2024-12-26,570.82
519,CUST0894,PROD0651,2024-11-25,355.95
520,CUST0691,PROD0953,2024-03-26,260.94
521,CUST0668,PROD0084,2024-05-12,717.48
522,CUST0629,PROD0400,2024-12-18,772.44
523,CUST0865,PROD0637,2024-10-09,746.47
524,CUST0980,PROD0582,2024-01-04,80.35
525,CUST0973,PROD0467,2024-02-27,238.22
526,CUST0859,PROD0501,2024-06-29,138.72
527,CUST0605,PROD0386,2024-02-20,705.24
528,CUST0561,PROD0134,2024-10-13,464.72
529,CUST0643,PROD0948,2024-12-29,353.78
530,CUST0062,PROD0080,2024-03-10,262.3
531,CUST0777,PROD0631,2024-07-03,664.21
532,CUST0201,PROD0989,2024-10-15,420.44
533,CUST0100,PROD0274,2024-04-17,248.17
534,CUST0031,PROD0054,2024-03-20,687.75
535,CUST0336,PROD0136,2024-09-02,510.42
536,CUST0063,PROD0448,2024-11-18,228.89
537,CUST0816,PROD0919,2024-01-24,270.25
538,CUST0192,PROD0160,2024-10-01,317.19
539,CUST0118,PROD0012,2024-04-03,671.45
540,CUST0230,PROD0656,2024-09-18,615.47
541,CUST0974,PROD0514,2024-07-29,603.03
542,CUST0524,PROD0136,2024-01-07,389.68
543,CUST0069,PROD0524,2024-09-29,385.24
544,CUST0081,PROD0953,2024-06-23,509.16
545,CUST0730,PROD0479,2024-11-18,159.79
546,CUST0782,PROD0863,2024-09-13,158.61
547,CUST0896,PROD0344,2024-08-28,636.73
548,CUST0548,PROD0493,2024-07-25,772.8
549,CUST0213,PROD0880,2024-09-02,629.11
550,CUST0600,PROD0011,2024-11-01,229.42
551,CUST0414,PROD0977,2024-12-10,176.29
552,CUST0695,PROD0312,2024-12-05,264.51
553,CUST0036,PROD0626,2024-06-15,119.45
554,CUST0741,PROD0270,2024-03-19,258.79
555,CUST0289,PROD0075,2024-05-05,447.0
556,CUST0997,PROD0251,2024-10-17,452.34
557,CUST0426,PROD0197,2024-04-25,599.02
558,CUST0991,PROD0125,2024-11-29,91.77
