sale_id,customer_id,product_id,store_id,sale_amount
103,CUST0219,PROD0016,STORE057,466.77
104,CUST0805,PROD0266,STORE049,206.21
105,CUST0113,PROD0674,STORE058,25.09
106,CUST0670,PROD0584,STORE062,188.58
107,CUST0876,PROD0778,STORE056,197.32
108,CUST0984,PROD0240,STORE089,301.99
109,CUST0774,PROD0665,STORE076,298.13
110,CUST0663,PROD0193,STORE099,406.07
111,CUST0608,PROD0969,STORE050,28.15
112,CUST0391,PROD0019,STORE077,461.64
113,CUST0743,PROD0885,STORE049,398.59
114,CUST0933,PROD0974,STORE072,263.89
115,CUST0461,PROD0942,STORE096,192.07
116,CUST0321,PROD0264,STORE013,439.37
117,CUST0842,PROD0967,STORE002,396.38
118,CUST0600,PROD0281,STORE051,55.29
119,CUST0640,PROD0391,STORE013,427.87
120,CUST0787,PROD0177,STORE055,34.08
121,CUST0133,PROD0545,STORE030,370.89
122,CUST0532,PROD0248,STORE099,113.51
123,CUST0805,PROD0168,STORE003,183.75
124,CUST0648,PROD0380,STORE056,248.54
125,CUST0366,PROD0778,STORE063,373.01
126,CUST0352,PROD0061,STORE056,407.89
127,CUST0419,PROD0401,STORE051,58.86
128,CUST0796,PROD0770,STORE082,475.52
129,CUST0575,PROD0631,STORE015,201.51
130,CUST0591,PROD0956,STORE024,273.27
131,CUST0445,PROD0898,STORE095,427.89
132,CUST0826,PROD0065,STORE056,268.44
133,CUST0191,PROD0580,STORE067,450.5
134,CUST0020,PROD0928,STORE053,120.74
135,CUST0948,PROD0588,STORE061,16.55
136,CUST0065,PROD0264,STORE003,218.81
137,CUST0095,PROD0723,STORE053,378.2
138,CUST0980,PROD0218,STORE003,268.24
139,CUST0264,PROD0333,STORE099,343.09
140,CUST0552,PROD0618,STORE054,307.93
141,CUST0541,PROD0621,STORE031,464.54
142,CUST0160,PROD0754,STORE010,255.47
143,CUST0831,PROD0284,STORE088,190.3
144,CUST0251,PROD0791,STORE035,28.31
145,CUST0985,PROD0449,STORE035,233.61
146,CUST0454,PROD0191,STORE012,415.39
147,CUST0546,PROD0166,STORE027,199.64
148,CUST0976,PROD0542,STORE057,399.32
149,CUST0950,PROD0205,STORE017,271.51
150,CUST0533,PROD0732,STORE029,151.92
151,CUST0434,PROD0703,STORE081,306.63
152,CUST0284,PROD0108,STORE034,235.68
153,CUST0063,PROD0291,STORE048,174.56
154,CUST0552,PROD0491,STORE020,341.81
155,CUST0602,PROD0514,STORE030,240.97
156,CUST0254,PROD0624,STORE085,175.17
157,CUST0482,PROD0975,STORE025,36.41
158,CUST0591,PROD0084,STORE049,35.21
159,CUST0416,PROD0147,STORE001,408.78
160,CUST0772,PROD0969,STORE006,261.47
161,CUST0643,PROD0555,STORE036,439.13
162,CUST0141,PROD0690,STORE060,260.11
163,CUST0233,PROD0689,STORE083,81.02
164,CUST0205,PROD0894,STORE040,318.85
165,CUST0356,PROD0305,STORE025,192.23
166,CUST0647,PROD0009,STORE089,457.68
167,CUST0316,PROD0996,STORE093,136.38
168,CUST0214,PROD0800,STORE078,136.15
169,CUST0815,PROD0926,STORE089,477.32
170,CUST0876,PROD0598,STORE084,93.76
171,CUST0775,PROD0438,STORE038,177.8
172,CUST0247,PROD0923,STORE046,154.55
173,CUST0185,PROD0179,STORE078,413.96
174,CUST0368,PROD0305,STORE085,243.43
175,CUST0424,PROD0946,STORE008,31.46
176,CUST0213,PROD0748,STORE080,88.39
177,CUST0446,PROD0091,STORE019,59.51
178,CUST0992,PROD0758,STORE057,163.65
179,CUST0301,PROD0821,STORE046,153.88
180,CUST0313,PROD0854,STORE039,361.0
181,CUST0472,PROD0349,STORE002,21.28
182,CUST0608,PROD0762,STORE070,121.6
183,CUST0317,PROD0656,STORE068,262.73
184,CUST0445,PROD0756,STORE081,287.62
185,CUST0603,PROD0726,STORE022,400.61
186,CUST0730,PROD0838,STORE081,332.41
187,CUST0106,PROD0813,STORE070,145.57
188,CUST0421,PROD0430,STORE096,215.36
189,CUST0892,PROD0826,STORE004,218.34
190,CUST0156,PROD0839,STORE078,465.58
191,CUST0027,PROD0678,STORE052,278.29
192,CUST0008,PROD0698,STORE038,313.18
193,CUST0527,PROD0971,STORE082,94.21
194,CUST0975,PROD0079,STORE024,456.61
195,CUST0183,PROD0629,STORE074,256.11
196,CUST0323,PROD0835,STORE032,265.88
197,CUST0978,PROD0495,STORE079,196.77
198,CUST0815,PROD0075,STORE084,241.27
199,CUST0733,PROD0514,STORE003,262.75
200,CUST0812,PROD0580,STORE062,345.46
201,CUST0449,PROD0845,STORE035,66.95
202,CUST0937,PROD0131,STORE010,176.98
203,CUST0398,PROD0054,STORE027,260.92
204,CUST0491,PROD0616,STORE088,396.73
205,CUST0886,PROD0382,STORE068,58.87
206,CUST0563,PROD0358,STORE089,159.55
207,CUST0201,PROD0739,STORE019,61.06
208,CUST0274,PROD0592,STORE060,32.65
209,CUST0403,PROD0876,STORE059,366.41
210,CUST0348,PROD0083,STORE006,122.24
211,CUST0496,PROD0140,STORE077,152.74
212,CUST0676,PROD0412,STORE020,264.98
213,CUST0076,PROD0600,STORE077,366.22
214,CUST0048,PROD0374,STORE066,17.96
215,CUST0478,PROD0992,STORE007,269.18
216,CUST0687,PROD0730,STORE061,182.97
217,CUST0661,PROD0173,STORE059,169.55
218,CUST0146,PROD0004,STORE018,138.15
219,CUST0409,PROD0777,STORE059,90.26
220,CUST0180,PROD0631,STORE055,158.45
221,CUST0850,PROD0984,STORE016,235.67
222,CUST0415,PROD0768,STORE070,70.53
223,CUST0740,PROD0718,STORE100,71.61
224,CUST0919,PROD0160,STORE080,399.26
225,CUST0257,PROD0294,STORE021,355.7
226,CUST0518,PROD0569,STORE090,305.25
227,CUST0269,PROD0557,STORE021,440.89
228,CUST0103,PROD0377,STORE011,309.16
229,CUST0002,PROD0072,STORE023,441.39
230,CUST0676,PROD0327,STORE071,480.99
231,CUST0569,PROD0751,STORE081,131.91
232,CUST0821,PROD0100,STORE085,97.77
233,CUST0422,PROD0259,STORE061,225.29
234,CUST0745,PROD0437,STORE098,314.84
235,CUST0072,PROD0061,STORE053,182.47
236,CUST0575,PROD0851,STORE049,90.4
237,CUST0386,PROD0841,STORE086,144.38
238,CUST0392,PROD0805,STORE070,389.06
239,CUST0053,PROD0835,STORE009,288.46
240,CUST0021,PROD0565,STORE006,415.0
241,CUST0207,PROD0473,STORE003,455.47
242,CUST0094,PROD0311,STORE039,478.88
243,CUST0309,PROD0389,STORE078,87.79
244,CUST0054,PROD0414,STORE026,311.14
245,CUST0046,PROD0441,STORE077,402.31
246,CUST0122,PROD0552,STORE038,70.76
247,CUST0951,PROD0286,STORE080,204.03
248,CUST0595,PROD0868,STORE061,488.07
249,CUST0209,PROD0840,STORE041,382.92
250,CUST0307,PROD0682,STORE049,141.56
251,CUST0821,PROD0667,STORE066,92.88
252,CUST0016,PROD0377,STORE001,362.01
253,CUST0449,PROD0265,STORE049,40.2
254,CUST0962,PROD0853,STORE036,445.87
255,CUST0325,PROD0904,STORE009,477.4
256,CUST0068,PROD0899,STORE053,231.76
257,CUST0444,PROD0591,STORE010,257.57
258,CUST0962,PROD0704,STORE044,67.66
259,CUST0876,PROD0695,STORE080,130.66
260,CUST0101,PROD0850,STORE028,177.79
261,CUST0779,PROD0341,STORE006,328.39
262,CUST0958,PROD0736,STORE031,391.42
263,CUST0212,PROD0422,STORE098,334.48
264,CUST0703,PROD0796,STORE056,440.76
265,CUST0838,PROD0678,STORE053,212.21
266,CUST0835,PROD0163,STORE087,232.0
267,CUST0934,PROD0738,STORE001,113.93
268,CUST0170,PROD0608,STORE053,242.76
269,CUST0688,PROD0080,STORE043,188.45
270,CUST0608,PROD0361,STORE064,127.85
271,CUST0057,PROD0959,STORE017,259.31
272,CUST0797,PROD0281,STORE046,460.62
273,CUST0112,PROD0817,STORE067,223.05
274,CUST0612,PROD0950,STORE045,311.54
275,CUST0249,PROD0353,STORE029,192.84
276,CUST0211,PROD0204,STORE035,139.88
277,CUST0497,PROD0821,STORE074,353.44
278,CUST0416,PROD0797,STORE069,249.55
279,CUST0406,PROD0880,STORE025,18.54
280,CUST0422,PROD0974,STORE045,78.9
281,CUST0752,PROD0361,STORE048,222.88
282,CUST0757,PROD0527,STORE072,219.83
283,CUST0374,PROD0793,STORE031,350.84
284,CUST0257,PROD0390,STORE094,252.02
285,CUST0395,PROD0074,STORE086,278.91
286,CUST0310,PROD0473,STORE047,315.59
287,CUST0137,PROD0374,STORE066,250.91
288,CUST0695,PROD0375,STORE049,321.97
289,CUST0126,PROD0666,STORE084,238.15
290,CUST0074,PROD0648,STORE082,414.63
291,CUST0346,PROD0320,STORE088,204.25
292,CUST0238,PROD0683,STORE033,243.75
293,CUST0423,PROD0149,STORE020,490.12
294,CUST0571,PROD0578,STORE082,411.73
295,CUST0639,PROD0082,STORE007,223.41
296,CUST0826,PROD0334,STORE041,418.67
297,CUST0668,PROD0812,STORE046,228.42
298,CUST0783,PROD0267,STORE017,361.21
299,CUST0104,PROD0394,STORE089,162.98
300,CUST0836,PROD0768,STORE039,291.66
301,CUST0430,PROD0523,STORE020,184.99
302,CUST0823,PROD0553,STORE043,120.63
303,CUST0180,PROD0392,STORE029,35.43
304,CUST0949,PROD0004,STORE084,257.82
305,CUST0924,PROD0505,STORE047,407.15
306,CUST0547,PROD0741,STORE079,130.16
307,CUST0631,PROD0811,STORE045,68.41
308,CUST0037,PROD0693,STORE096,199.17
309,CUST0147,PROD0330,STORE049,282.43
310,CUST0676,PROD0434,STORE014,86.84
311,CUST0354,PROD0310,STORE060,391.68
312,CUST0699,PROD0729,STORE024,292.15
313,CUST0828,PROD0195,STORE057,467.69
314,CUST0814,PROD0905,STORE025,305.95
315,CUST0881,PROD0682,STORE061,25.48
316,CUST0502,PROD0072,STORE016,25.89
317,CUST0252,PROD0852,STORE054,228.9
318,CUST0018,PROD0525,STORE077,427.31
319,CUST0048,PROD0407,STORE072,373.22
320,CUST0648,PROD0898,STORE038,456.3
321,CUST0360,PROD0455,STORE060,94.82
322,CUST0669,PROD0524,STORE083,12.14
323,CUST0445,PROD0194,STORE083,319.27
324,CUST0559,PROD0253,STORE047,229.06
325,CUST0503,PROD0054,STORE049,102.82
326,CUST0695,PROD0923,STORE079,104.89
327,CUST0435,PROD0919,STORE091,225.1
328,CUST0658,PROD0644,STORE008,368.22
329,CUST0696,PROD0910,STORE020,318.35
330,CUST0286,PROD0465,STORE046,78.94
331,CUST0166,PROD0806,STORE045,433.78
332,CUST0345,PROD0792,STORE076,54.68
333,CUST0359,PROD0207,STORE076,162.93
334,CUST0461,PROD0125,STORE016,185.35
335,CUST0358,PROD0273,STORE010,160.48
336,CUST0563,PROD0419,STORE061,346.23
337,CUST0703,PROD0431,STORE063,460.04
338,CUST0025,PROD0490,STORE001,29.95
339,CUST0100,PROD0218,STORE031,246.43
340,CUST0207,PROD0721,STORE023,261.15
341,CUST0366,PROD0056,STORE096,393.42
342,CUST0614,PROD0928,STORE009,494.25
343,CUST0735,PROD0576,STORE049,397.71
344,CUST0698,PROD0009,STORE067,118.99
345,CUST0954,PROD0039,STORE023,23.95
346,CUST0737,PROD0638,STORE049,329.02
347,CUST0291,PROD0343,STORE012,152.73
348,CUST0181,PROD0169,STORE019,430.4
349,CUST0737,PROD0058,STORE002,473.16
350,CUST0249,PROD0279,STORE063,252.04
351,CUST0785,PROD0163,STORE008,11.31
352,CUST0518,PROD0207,STORE074,212.21
353,CUST0138,PROD0585,STORE067,140.47
354,CUST0952,PROD0778,STORE055,274.59
355,CUST0221,PROD0019,STORE049,28.68
356,CUST0812,PROD0437,STORE015,81.72
357,CUST0547,PROD0600,STORE074,367.6
358,CUST0902,PROD0909,STORE067,134.74
359,CUST0697,PROD0706,STORE006,197.49
360,CUST0955,PROD0237,STORE085,377.2
361,CUST0994,PROD0574,STORE063,12.32
362,CUST0067,PROD0699,STORE045,319.44
363,CUST0358,PROD0833,STORE013,409.98
364,CUST0984,PROD0495,STORE060,88.34
365,CUST0799,PROD0016,STORE041,44.47
366,CUST0999,PROD0857,STORE016,74.92
367,CUST0841,PROD0114,STORE089,301.81
368,CUST0022,PROD0810,STORE030,13.4
369,CUST0941,PROD0941,STORE030,264.87
370,CUST0374,PROD0645,STORE033,99.83
371,CUST0399,PROD0725,STORE011,262.61
372,CUST0767,PROD0468,STORE024,373.27
373,CUST0881,PROD0648,STORE084,225.94
374,CUST0799,PROD0716,STORE040,442.74
375,CUST0347,PROD0207,STORE028,78.48
376,CUST0678,PROD0318,STORE022,427.41
377,CUST0621,PROD0857,STORE012,305.11
378,CUST0402,PROD0608,STORE016,92.26
379,CUST0742,PROD0526,STORE012,30.56
380,CUST0867,PROD0668,STORE044,466.74
381,CUST0286,PROD0588,STORE057,431.21
382,CUST0374,PROD0937,STORE064,106.39
383,CUST0958,PROD0366,STORE020,245.67
384,CUST0884,PROD0335,STORE081,38.51
385,CUST0650,PROD0609,STORE016,87.0
386,CUST0086,PROD0235,STORE007,387.78
387,CUST0706,PROD0089,STORE040,395.13
388,CUST0806,PROD0609,STORE081,22.86
389,CUST0150,PROD0871,STORE075,345.01
390,CUST0568,PROD0878,STORE071,223.92
391,CUST0689,PROD0317,STORE024,448.64
392,CUST0577,PROD0739,STORE084,370.94
393,CUST0917,PROD0507,STORE015,305.01
394,CUST0102,PROD0148,STORE017,232.72
395,CUST0481,PROD0744,STORE005,456.13
396,CUST0431,PROD0759,STORE015,430.46
397,CUST0913,PROD0880,STORE025,226.87
398,CUST0302,PROD0590,STORE040,410.87
399,CUST0851,PROD0463,STORE057,13.29
400,CUST0796,PROD0070,STORE035,34.96
401,CUST0106,PROD0397,STORE046,252.48
402,CUST0500,PROD0142,STORE043,288.84
403,CUST0326,PROD0324,STORE034,137.42
404,CUST0738,PROD0187,STORE077,18.6
405,CUST0101,PROD0814,STORE039,127.09
406,CUST0045,PROD0525,STORE003,212.64
407,CUST0488,PROD0787,STORE051,15.96
408,CUST0108,PROD0972,STORE061,118.25
409,CUST0436,PROD0270,STORE038,461.92
410,CUST0907,PROD0130,STORE014,14.44
411,CUST0448,PROD0162,STORE090,137.78
412,CUST0069,PROD0866,STORE066,34.92
413,CUST0114,PROD0236,STORE006,431.03
414,CUST0593,PROD0313,STORE088,85.34
415,CUST0042,PROD0684,STORE100,167.79
416,CUST0582,PROD0706,STORE046,14.5
417,CUST0138,PROD0410,STORE068,107.32
418,CUST0396,PROD0326,STORE018,352.52
419,CUST0095,PROD0757,STORE023,44.4
420,CUST0683,PROD0703,STORE086,68.08
421,CUST0598,PROD0006,STORE001,74.66
422,CUST0115,PROD0395,STORE036,167.45
423,CUST0948,PROD0070,STORE087,408.25
424,CUST0001,PROD0139,STORE058,452.1
425,CUST0557,PROD0726,STORE050,390.1
426,CUST0100,PROD0217,STORE069,445.87
427,CUST0637,PROD0289,STORE089,81.48
428,CUST0628,PROD0119,STORE072,78.43
429,CUST0434,PROD0312,STORE040,473.15
430,CUST0189,PROD0939,STORE030,303.78
431,CUST0082,PROD0893,STORE019,417.12
432,CUST0800,PROD0705,STORE094,178.07
433,CUST0662,PROD0786,STORE027,269.71
434,CUST0472,PROD0132,STORE048,28.91
435,CUST0346,PROD0767,STORE016,284.59
436,CUST0137,PROD0488,STORE093,22.15
437,CUST0406,PROD0694,STORE099,73.99
438,CUST0921,PROD0962,STORE042,243.71
439,CUST0726,PROD0253,STORE051,114.36
440,CUST0709,PROD0330,STORE018,482.44
441,CUST0071,PROD0377,STORE044,109.42
442,CUST0154,PROD0638,STORE070,389.29
443,CUST0435,PROD0535,STORE014,21.32
444,CUST0150,PROD0193,STORE082,302.99
445,CUST0511,PROD0826,STORE002,311.54
446,CUST0727,PROD0498,STORE015,186.99
447,CUST0099,PROD0680,STORE049,87.3
448,CUST0031,PROD0351,STORE034,284.4
449,CUST0694,PROD0578,STORE093,450.09
450,CUST0963,PROD0661,STORE058,315.45
451,CUST0345,PROD0607,STORE073,310.66
452,CUST0950,PROD0014,STORE067,164.8
453,CUST0579,PROD0220,STORE075,218.4
454,CUST0733,PROD0861,STORE096,149.74
455,CUST0937,PROD0957,STORE073,431.89
456,CUST1000,PROD0267,STORE053,310.07
457,CUST0155,PROD0026,STORE087,179.83
458,CUST0464,PROD0464,STORE010,218.58
459,CUST0381,PROD0025,STORE042,234.62
460,CUST0938,PROD0196,STORE065,298.8
461,CUST0230,PROD0745,STORE088,161.8
462,CUST0609,PROD0971,STORE051,339.67
463,CUST0442,PROD0489,STORE031,424.51
464,CUST0886,PROD0257,STORE010,420.11
465,CUST0527,PROD0050,STORE012,234.13
466,CUST0477,PROD0987,STORE061,21.73
467,CUST0139,PROD0119,STORE053,209.26
468,CUST0660,PROD0311,STORE033,326.98
469,CUST0592,PROD0162,STORE051,433.24
470,CUST0946,PROD0282,STORE029,74.23
471,CUST0694,PROD0012,STORE071,278.14
472,CUST0255,PROD0990,STORE096,457.6
473,CUST0969,PROD0029,STORE051,468.96
474,CUST0020,PROD0005,STORE070,298.19
475,CUST0527,PROD0487,STORE049,72.34
476,CUST0924,PROD0909,STORE078,237.57
477,CUST0291,PROD0674,STORE001,489.02
478,CUST0392,PROD0905,STORE073,35.01
479,CUST0436,PROD0932,STORE064,11.96
480,CUST0093,PROD0188,STORE057,67.01
481,CUST0530,PROD0278,STORE081,95.11
482,CUST0807,PROD0250,STORE088,190.68
483,CUST0117,PROD0515,STORE034,292.55
484,CUST0968,PROD0293,STORE069,215.35
485,CUST0760,PROD0160,STORE007,143.15
486,CUST0787,PROD0709,STORE094,162.13
487,CUST0212,PROD0580,STORE080,192.01
488,CUST0455,PROD0749,STORE062,372.7
489,CUST0710,PROD0713,STORE016,151.32
490,CUST0015,PROD0958,STORE018,208.55
491,CUST0563,PROD0012,STORE046,206.87
492,CUST0108,PROD0460,STORE088,274.36
493,CUST0603,PROD0820,STORE083,265.59
494,CUST0622,PROD0507,STORE013,55.96
495,CUST0628,PROD0026,STORE004,306.54
496,CUST0565,PROD0041,STORE073,95.43
497,CUST0031,PROD0789,STORE004,107.23
498,CUST0051,PROD0681,STORE016,412.17
499,CUST0763,PROD0520,STORE047,300.99
500,CUST0741,PROD0613,STORE070,68.32
501,CUST0935,PROD0473,STORE080,172.11
502,CUST0667,PROD0430,STORE063,454.36
503,CUST0916,PROD0134,STORE048,111.26
504,CUST0700,PROD0559,STORE015,340.19
505,CUST0554,PROD0257,STORE076,261.6
506,CUST0170,PROD0333,STORE028,355.92
507,CUST0296,PROD0047,STORE077,306.55
508,CUST0777,PROD0066,STORE006,446.53
509,CUST0581,PROD0855,STORE022,264.18
510,CUST0250,PROD0693,STORE011,69.78
511,CUST0644,PROD0469,STORE022,433.6
512,CUST0885,PROD0965,STORE055,295.91
513,CUST0381,PROD0207,STORE007,122.48
514,CUST0658,PROD0306,STORE018,498.42
515,CUST0810,PROD0342,STORE030,313.66
516,CUST0951,PROD0910,STORE070,430.05
517,CUST0982,PROD0112,STORE017,423.33
518,CUST0725,PROD0950,STORE024,451.16
519,CUST0503,PROD0197,STORE046,238.9
520,CUST0428,PROD0903,STORE086,48.36
521,CUST0423,PROD0977,STORE046,237.02
522,CUST0206,PROD0144,STORE070,94.17
523,CUST0232,PROD0581,STORE069,57.16
524,CUST0745,PROD0329,STORE099,353.72
525,CUST0512,PROD0325,STORE004,142.73
526,CUST0866,PROD0659,STORE054,483.63
527,CUST0511,PROD0745,STORE091,494.52
528,CUST0602,PROD0326,STORE046,468.2
529,CUST0775,PROD0404,STORE052,398.37
530,CUST0212,PROD0759,STORE025,454.53
531,CUST0769,PROD0772,STORE062,473.05
532,CUST0605,PROD0783,STORE030,340.64
533,CUST0167,PROD0489,STORE041,127.57
534,CUST0894,PROD0374,STORE040,276.45
535,CUST0501,PROD0120,STORE023,58.3
536,CUST0333,PROD0462,STORE031,199.49
537,CUST0107,PROD0324,STORE057,446.18
538,CUST0603,PROD0259,STORE018,266.6
539,CUST0268,PROD0649,STORE052,404.47
540,CUST0555,PROD0046,STORE078,269.25
541,CUST0254,PROD0150,STORE022,417.81
542,CUST0773,PROD0837,STORE070,183.95
543,CUST0880,PROD0767,STORE066,451.25
544,CUST0025,PROD0329,STORE052,193.35
545,CUST0309,PROD0950,STORE053,356.93
546,CUST0428,PROD0024,STORE083,354.78
547,CUST0990,PROD0459,STORE066,458.07
548,CUST0186,PROD0298,STORE022,156.62
549,CUST0227,PROD0829,STORE085,154.16
550,CUST0357,PROD0071,STORE013,51.26
551,CUST0547,PROD0251,STORE002,70.36
552,CUST0316,PROD0513,STORE026,321.59
553,CUST0831,PROD0677,STORE051,191.79
554,CUST0615,PROD0705,STORE009,354.05
555,CUST0306,PROD0782,STORE007,496.87
556,CUST0748,PROD0117,STORE040,415.65
557,CUST0699,PROD0830,STORE030,223.8
558,CUST0830,PROD0563,STORE053,379.11
559,CUST0433,PROD0718,STORE005,404.75
560,CUST0970,PROD0431,STORE009,126.41
561,CUST0343,PROD0382,STORE002,442.13
562,CUST0589,PROD0439,STORE018,387.06
563,CUST0086,PROD0647,STORE014,75.78
564,CUST0002,PROD0054,STORE042,467.61
565,CUST0129,PROD0287,STORE097,297.43
566,CUST0510,PROD0109,STORE088,395.63
567,CUST0663,PROD0949,STORE082,95.27
568,CUST0483,PROD0613,STORE044,206.29
569,CUST0759,PROD0107,STORE063,488.82
570,CUST0759,PROD0629,STORE033,243.91
571,CUST0032,PROD0713,STORE054,128.38
572,CUST0216,PROD0360,STORE056,133.91
573,CUST0220,PROD0153,STORE070,382.65
574,CUST0233,PROD0120,STORE086,345.33
575,CUST0970,PROD0882,STORE042,460.26
576,CUST0653,PROD0822,STORE041,107.39
577,CUST0473,PROD0889,STORE083,327.5
578,CUST0834,PROD0696,STORE013,130.74
579,CUST0958,PROD0576,STORE082,197.71
580,CUST0620,PROD0152,STORE031,176.73
581,CUST0826,PROD0699,STORE034,480.65
582,CUST0406,PROD0328,STORE094,425.17
583,CUST0810,PROD0575,STORE039,440.81
584,CUST0156,PROD0311,STORE047,280.61
585,CUST0106,PROD0030,STORE098,134.53
586,CUST0083,PROD0615,STORE018,113.64
587,CUST0857,PROD0665,STORE031,156.86
588,CUST0272,PROD0849,STORE080,379.82
589,CUST0317,PROD0183,STORE057,437.95
590,CUST0655,PROD0057,STORE098,460.7
591,CUST0029,PROD0853,STORE054,190.89
592,CUST0571,PROD0990,STORE060,307.66
593,CUST0544,PROD0920,STORE045,401.71
594,CUST0133,PROD0043,STORE068,48.17
595,CUST0060,PROD0807,STORE073,75.19
596,CUST0685,PROD0618,STORE099,108.85
597,CUST0982,PROD0604,STORE034,104.97
598,CUST0884,PROD0530,STORE009,124.9
599,CUST0053,PROD0921,STORE052,141.38
600,CUST0770,PROD0326,STORE043,349.76
601,CUST0740,PROD0938,STORE079,183.93
602,CUST0030,PROD0069,STORE012,38.58
603,CUST0634,PROD0454,STORE075,320.88
604,CUST0166,PROD0624,STORE011,484.67
605,CUST0788,PROD0491,STORE030,86.97
606,CUST0534,PROD0719,STORE004,148.2
