product_id,product_name,category,price,status
PROD0064,Product_64,Grocery,523.07,DISCONTINUED
PROD0065,Product_65,Clothing,469.07,ACTIVE
PROD0066,Product_66,Grocery,290.05,DISCONTINUED
PROD0067,Product_67,Electronics,66.25,DISCONTINUED
PROD0068,Product_68,Clothing,880.27,ACTIVE
PROD0069,Product_69,Grocery,695.82,DISCONTINUED
PROD0070,Product_70,Home,340.65,ACTIVE
PROD0071,Product_71,Home,15.59,DISCONTINUED
PROD0072,Product_72,Clothing,295.89,ACTIVE
PROD0073,Product_73,Home,76.93,DISCONTINUED
PROD0074,Product_74,Clothing,220.57,ACTIVE
PROD0075,Product_75,Grocery,756.82,ACTIVE
PROD0076,Product_76,Home,829.95,ACTIVE
PROD0077,Product_77,Electronics,686.27,DISCONTINUED
PROD0078,Product_78,Clothing,564.71,DISCONTINUED
PROD0079,Product_79,Electronics,933.36,ACTIVE
PROD0080,Product_80,Home,200.29,ACTIVE
PROD0081,Product_81,Clothing,126.87,DISCONTINUED
PROD0082,Product_82,Electronics,495.34,ACTIVE
PROD0083,Product_83,Clothing,640.06,ACTIVE
PROD0084,Product_84,Clothing,593.03,DISCONTINUED
PROD0085,Product_85,Grocery,661.22,ACTIVE
PROD0086,Product_86,Home,154.33,ACTIVE
PROD0087,Product_87,Grocery,750.68,DISCONTINUED
PROD0088,Product_88,Grocery,129.69,ACTIVE
PROD0089,Product_89,Clothing,45.95,ACTIVE
PROD0090,Product_90,Grocery,107.67,DISCONTINUED
PROD0091,Product_91,Grocery,477.95,ACTIVE
PROD0092,Product_92,Grocery,780.23,DISCONTINUED
PROD0093,Product_93,Home,158.9,ACTIVE
PROD0094,Product_94,Electronics,308.95,ACTIVE
PROD0095,Product_95,Grocery,532.66,DISCONTINUED
PROD0096,Product_96,Clothing,84.48,ACTIVE
PROD0097,Product_97,Grocery,387.71,ACTIVE
PROD0098,Product_98,Home,517.59,DISCONTINUED
PROD0099,Product_99,Home,475.05,DISCONTINUED
PROD0100,Product_100,Home,205.93,DISCONTINUED
PROD0101,Product_101,Home,834.37,DISCONTINUED
PROD0102,Product_102,Home,49.28,DISCONTINUED
PROD0103,Product_103,Grocery,722.33,DISCONTINUED
PROD0104,Product_104,Clothing,603.95,ACTIVE
PROD0105,Product_105,Grocery,985.16,ACTIVE
PROD0106,Product_106,Electronics,795.13,DISCONTINUED
PROD0107,Product_107,Clothing,915.15,DISCONTINUED
PROD0108,Product_108,Electronics,584.54,ACTIVE
PROD0109,Product_109,Electronics,866.06,ACTIVE
PROD0110,Product_110,Home,908.13,DISCONTINUED
PROD0111,Product_111,Clothing,260.32,DISCONTINUED
PROD0112,Product_112,Electronics,552.64,ACTIVE
PROD0113,Product_113,Clothing,122.23,DISCONTINUED
PROD0114,Product_114,Home,207.61,ACTIVE
PROD0115,Product_115,Electronics,214.62,DISCONTINUED
PROD0116,Product_116,Clothing,931.75,ACTIVE
PROD0117,Product_117,Home,583.72,DISCONTINUED
PROD0118,Product_118,Grocery,343.41,DISCONTINUED
PROD0119,Product_119,Grocery,299.02,ACTIVE
PROD0120,Product_120,Home,52.8,ACTIVE
PROD0121,Product_121,Clothing,523.24,DISCONTINUED
PROD0122,Product_122,Grocery,756.07,ACTIVE
PROD0123,Product_123,Home,155.29,ACTIVE
PROD0124,Product_124,Home,871.94,ACTIVE
PROD0125,Product_125,Grocery,667.51,ACTIVE
PROD0126,Product_126,Grocery,578.77,DISCONTINUED
PROD0127,Product_127,Electronics,607.13,DISCONTINUED
PROD0128,Product_128,Clothing,503.24,ACTIVE
PROD0129,Product_129,Clothing,693.03,ACTIVE
PROD0130,Product_130,Home,57.66,ACTIVE
PROD0131,Product_131,Grocery,882.04,ACTIVE
PROD0132,Product_132,Electronics,628.34,ACTIVE
PROD0133,Product_133,Clothing,943.39,DISCONTINUED
PROD0134,Product_134,Home,168.93,ACTIVE
PROD0135,Product_135,Home,31.6,ACTIVE
PROD0136,Product_136,Clothing,486.84,ACTIVE
PROD0137,Product_137,Home,124.27,DISCONTINUED
PROD0138,Product_138,Clothing,204.57,DISCONTINUED
PROD0139,Product_139,Clothing,317.7,DISCONTINUED
PROD0140,Product_140,Electronics,492.93,DISCONTINUED
PROD0141,Product_141,Home,766.32,DISCONTINUED
PROD0142,Product_142,Grocery,827.03,ACTIVE
PROD0143,Product_143,Grocery,134.67,ACTIVE
PROD0144,Product_144,Home,655.18,DISCONTINUED
PROD0145,Product_145,Home,37.34,ACTIVE
PROD0146,Product_146,Grocery,618.03,DISCONTINUED
PROD0147,Product_147,Clothing,76.07,ACTIVE
PROD0148,Product_148,Home,810.33,DISCONTINUED
PROD0149,Product_149,Home,915.68,DISCONTINUED
PROD0150,Product_150,Electronics,187.4,DISCONTINUED
PROD0151,Product_151,Electronics,884.5,ACTIVE
PROD0152,Product_152,Home,284.41,DISCONTINUED
PROD0153,Product_153,Grocery,215.92,DISCONTINUED
PROD0154,Product_154,Clothing,997.15,DISCONTINUED
PROD0155,Product_155,Electronics,239.86,ACTIVE
PROD0156,Product_156,Home,247.85,DISCONTINUED
PROD0157,Product_157,Grocery,298.33,DISCONTINUED
PROD0158,Product_158,Electronics,515.19,DISCONTINUED
PROD0159,Product_159,Electronics,414.33,DISCONTINUED
PROD0160,Product_160,Home,447.36,ACTIVE
PROD0161,Product_161,Clothing,549.92,ACTIVE
PROD0162,Product_162,Grocery,210.52,DISCONTINUED
PROD0163,Product_163,Grocery,426.34,ACTIVE
PROD0164,Product_164,Home,101.01,DISCONTINUED
PROD0165,Product_165,Electronics,229.57,DISCONTINUED
PROD0166,Product_166,Electronics,679.92,DISCONTINUED
PROD0167,Product_167,Clothing,451.18,DISCONTINUED
PROD0168,Product_168,Electronics,865.88,DISCONTINUED
PROD0169,Product_169,Clothing,757.39,DISCONTINUED
PROD0170,Product_170,Grocery,980.7,ACTIVE
PROD0171,Product_171,Home,42.84,DISCONTINUED
PROD0172,Product_172,Clothing,344.06,DISCONTINUED
PROD0173,Product_173,Electronics,810.24,DISCONTINUED
PROD0174,Product_174,Clothing,508.01,ACTIVE
PROD0175,Product_175,Home,438.3,ACTIVE
PROD0176,Product_176,Clothing,375.51,DISCONTINUED
PROD0177,Product_177,Electronics,531.97,ACTIVE
PROD0178,Product_178,Grocery,467.81,DISCONTINUED
PROD0179,Product_179,Electronics,686.37,DISCONTINUED
PROD0180,Product_180,Home,930.32,DISCONTINUED
PROD0181,Product_181,Clothing,319.18,DISCONTINUED
PROD0182,Product_182,Home,116.37,DISCONTINUED
PROD0183,Product_183,Clothing,40.36,ACTIVE
PROD0184,Product_184,Electronics,460.55,ACTIVE
PROD0185,Product_185,Home,194.13,DISCONTINUED
PROD0186,Product_186,Home,551.35,DISCONTINUED
PROD0187,Product_187,Electronics,697.48,ACTIVE
PROD0188,Product_188,Electronics,630.82,ACTIVE
PROD0189,Product_189,Grocery,311.03,DISCONTINUED
PROD0190,Product_190,Home,445.17,ACTIVE
PROD0191,Product_191,Home,514.03,DISCONTINUED
PROD0192,Product_192,Home,487.14,ACTIVE
PROD0193,Product_193,Grocery,522.84,ACTIVE
PROD0194,Product_194,Clothing,385.35,ACTIVE
PROD0195,Product_195,Grocery,357.91,ACTIVE
PROD0196,Product_196,Clothing,567.62,DISCONTINUED
PROD0197,Product_197,Clothing,592.67,DISCONTINUED
PROD0198,Product_198,Clothing,362.5,ACTIVE
PROD0199,Product_199,Grocery,624.19,ACTIVE
PROD0200,Product_200,Home,43.93,DISCONTINUED
PROD0201,Product_201,Grocery,73.2,ACTIVE
PROD0202,Product_202,Electronics,911.04,DISCONTINUED
PROD0203,Product_203,Home,542.49,ACTIVE
PROD0204,Product_204,Grocery,549.3,DISCONTINUED
PROD0205,Product_205,Electronics,297.35,ACTIVE
PROD0206,Product_206,Grocery,859.72,ACTIVE
PROD0207,Product_207,Electronics,438.05,DISCONTINUED
PROD0208,Product_208,Electronics,700.2,DISCONTINUED
PROD0209,Product_209,Clothing,319.36,DISCONTINUED
PROD0210,Product_210,Grocery,544.93,DISCONTINUED
PROD0211,Product_211,Clothing,394.9,DISCONTINUED
PROD0212,Product_212,Clothing,863.56,DISCONTINUED
PROD0213,Product_213,Clothing,982.21,ACTIVE
PROD0214,Product_214,Grocery,916.88,DISCONTINUED
PROD0215,Product_215,Clothing,224.06,DISCONTINUED
PROD0216,Product_216,Electronics,876.3,DISCONTINUED
PROD0217,Product_217,Clothing,140.51,ACTIVE
PROD0218,Product_218,Electronics,342.19,ACTIVE
PROD0219,Product_219,Clothing,719.31,ACTIVE
PROD0220,Product_220,Grocery,347.53,ACTIVE
PROD0221,Product_221,Clothing,502.81,ACTIVE
PROD0222,Product_222,Grocery,449.95,DISCONTINUED
PROD0223,Product_223,Electronics,309.14,ACTIVE
PROD0224,Product_224,Grocery,376.24,DISCONTINUED
PROD0225,Product_225,Home,545.34,ACTIVE
PROD0226,Product_226,Home,598.83,ACTIVE
PROD0227,Product_227,Home,369.62,ACTIVE
PROD0228,Product_228,Grocery,499.58,ACTIVE
PROD0229,Product_229,Electronics,158.37,DISCONTINUED
PROD0230,Product_230,Grocery,515.39,DISCONTINUED
PROD0231,Product_231,Clothing,133.34,DISCONTINUED
PROD0232,Product_232,Home,190.36,DISCONTINUED
PROD0233,Product_233,Clothing,570.3,DISCONTINUED
PROD0234,Product_234,Clothing,67.6,DISCONTINUED
PROD0235,Product_235,Home,797.62,ACTIVE
PROD0236,Product_236,Clothing,862.32,DISCONTINUED
PROD0237,Product_237,Grocery,868.09,ACTIVE
PROD0238,Product_238,Electronics,986.49,DISCONTINUED
PROD0239,Product_239,Electronics,936.13,DISCONTINUED
PROD0240,Product_240,Home,815.8,DISCONTINUED
PROD0241,Product_241,Home,340.9,ACTIVE
PROD0242,Product_242,Home,10.89,ACTIVE
PROD0243,Product_243,Clothing,833.73,ACTIVE
PROD0244,Product_244,Grocery,496.6,ACTIVE
PROD0245,Product_245,Electronics,641.54,ACTIVE
PROD0246,Product_246,Electronics,148.1,ACTIVE
PROD0247,Product_247,Grocery,432.2,ACTIVE
PROD0248,Product_248,Home,305.2,ACTIVE
PROD0249,Product_249,Grocery,60.06,ACTIVE
PROD0250,Product_250,Home,736.36,ACTIVE
PROD0251,Product_251,Clothing,322.97,ACTIVE
PROD0252,Product_252,Home,877.03,ACTIVE
PROD0253,Product_253,Electronics,54.21,DISCONTINUED
PROD0254,Product_254,Clothing,611.37,ACTIVE
PROD0255,Product_255,Home,368.7,ACTIVE
PROD0256,Product_256,Clothing,979.29,DISCONTINUED
PROD0257,Product_257,Clothing,933.47,ACTIVE
PROD0258,Product_258,Grocery,690.48,DISCONTINUED
PROD0259,Product_259,Grocery,515.79,ACTIVE
PROD0260,Product_260,Electronics,996.2,ACTIVE
PROD0261,Product_261,Clothing,551.1,ACTIVE
PROD0262,Product_262,Clothing,612.05,ACTIVE
PROD0263,Product_263,Home,334.21,ACTIVE
PROD0264,Product_264,Clothing,233.06,ACTIVE
PROD0265,Product_265,Home,558.41,ACTIVE
PROD0266,Product_266,Clothing,87.3,ACTIVE
PROD0267,Product_267,Clothing,289.63,ACTIVE
PROD0268,Product_268,Electronics,866.95,DISCONTINUED
PROD0269,Product_269,Electronics,702.52,DISCONTINUED
PROD0270,Product_270,Home,137.38,DISCONTINUED
PROD0271,Product_271,Electronics,965.1,DISCONTINUED
PROD0272,Product_272,Grocery,160.28,DISCONTINUED
PROD0273,Product_273,Home,159.77,DISCONTINUED
PROD0274,Product_274,Clothing,194.96,DISCONTINUED
PROD0275,Product_275,Clothing,541.98,ACTIVE
PROD0276,Product_276,Home,684.26,ACTIVE
PROD0277,Product_277,Clothing,533.26,DISCONTINUED
PROD0278,Product_278,Electronics,481.35,ACTIVE
PROD0279,Product_279,Home,727.49,DISCONTINUED
PROD0280,Product_280,Grocery,823.26,ACTIVE
PROD0281,Product_281,Electronics,956.01,ACTIVE
PROD0282,Product_282,Grocery,790.42,ACTIVE
PROD0283,Product_283,Clothing,557.24,ACTIVE
PROD0284,Product_284,Electronics,683.55,DISCONTINUED
PROD0285,Product_285,Electronics,220.65,ACTIVE
PROD0286,Product_286,Electronics,380.79,DISCONTINUED
PROD0287,Product_287,Home,480.25,DISCONTINUED
PROD0288,Product_288,Electronics,889.21,DISCONTINUED
PROD0289,Product_289,Electronics,504.78,DISCONTINUED
PROD0290,Product_290,Grocery,885.75,DISCONTINUED
PROD0291,Product_291,Grocery,444.8,ACTIVE
PROD0292,Product_292,Electronics,952.51,ACTIVE
PROD0293,Product_293,Electronics,959.66,DISCONTINUED
PROD0294,Product_294,Grocery,848.76,ACTIVE
PROD0295,Product_295,Electronics,466.23,DISCONTINUED
PROD0296,Product_296,Home,993.88,DISCONTINUED
PROD0297,Product_297,Clothing,495.48,DISCONTINUED
PROD0298,Product_298,Grocery,635.33,ACTIVE
PROD0299,Product_299,Clothing,946.95,ACTIVE
PROD0300,Product_300,Home,394.26,DISCONTINUED
PROD0301,Product_301,Electronics,682.02,DISCONTINUED
PROD0302,Product_302,Clothing,972.11,DISCONTINUED
PROD0303,Product_303,Clothing,861.56,ACTIVE
PROD0304,Product_304,Clothing,36.62,ACTIVE
PROD0305,Product_305,Home,578.09,DISCONTINUED
PROD0306,Product_306,Clothing,486.45,DISCONTINUED
PROD0307,Product_307,Home,557.9,DISCONTINUED
PROD0308,Product_308,Clothing,530.0,ACTIVE
PROD0309,Product_309,Electronics,923.95,DISCONTINUED
PROD0310,Product_310,Electronics,461.97,DISCONTINUED
PROD0311,Product_311,Electronics,208.37,DISCONTINUED
PROD0312,Product_312,Electronics,882.64,ACTIVE
PROD0313,Product_313,Grocery,882.55,ACTIVE
PROD0314,Product_314,Home,310.15,ACTIVE
PROD0315,Product_315,Clothing,593.79,DISCONTINUED
PROD0316,Product_316,Grocery,892.28,DISCONTINUED
PROD0317,Product_317,Electronics,451.65,DISCONTINUED
PROD0318,Product_318,Electronics,449.25,DISCONTINUED
PROD0319,Product_319,Electronics,757.21,DISCONTINUED
PROD0320,Product_320,Grocery,711.05,ACTIVE
PROD0321,Product_321,Grocery,455.43,DISCONTINUED
PROD0322,Product_322,Clothing,727.68,DISCONTINUED
PROD0323,Product_323,Home,36.62,DISCONTINUED
PROD0324,Product_324,Electronics,154.6,DISCONTINUED
PROD0325,Product_325,Home,854.31,ACTIVE
PROD0326,Product_326,Electronics,246.43,DISCONTINUED
PROD0327,Product_327,Grocery,211.28,DISCONTINUED
PROD0328,Product_328,Clothing,102.63,ACTIVE
PROD0329,Product_329,Clothing,876.16,DISCONTINUED
PROD0330,Product_330,Electronics,40.9,ACTIVE
PROD0331,Product_331,Grocery,630.16,DISCONTINUED
PROD0332,Product_332,Grocery,242.04,ACTIVE
PROD0333,Product_333,Clothing,620.86,ACTIVE
PROD0334,Product_334,Clothing,956.16,DISCONTINUED
PROD0335,Product_335,Clothing,630.32,ACTIVE
PROD0336,Product_336,Clothing,231.48,ACTIVE
PROD0337,Product_337,Clothing,975.49,DISCONTINUED
PROD0338,Product_338,Grocery,738.58,DISCONTINUED
PROD0339,Product_339,Home,467.94,DISCONTINUED
PROD0340,Product_340,Home,236.6,ACTIVE
PROD0341,Product_341,Home,558.39,ACTIVE
PROD0342,Product_342,Home,148.53,ACTIVE
PROD0343,Product_343,Grocery,822.56,DISCONTINUED
PROD0344,Product_344,Home,16.27,DISCONTINUED
PROD0345,Product_345,Clothing,585.14,DISCONTINUED
PROD0346,Product_346,Clothing,28.22,ACTIVE
PROD0347,Product_347,Home,395.64,ACTIVE
PROD0348,Product_348,Clothing,240.96,ACTIVE
PROD0349,Product_349,Home,803.37,DISCONTINUED
PROD0350,Product_350,Home,623.47,ACTIVE
PROD0351,Product_351,Grocery,187.73,DISCONTINUED
PROD0352,Product_352,Electronics,457.35,DISCONTINUED
PROD0353,Product_353,Grocery,236.86,ACTIVE
PROD0354,Product_354,Grocery,803.13,DISCONTINUED
PROD0355,Product_355,Electronics,203.17,ACTIVE
PROD0356,Product_356,Grocery,302.49,ACTIVE
PROD0357,Product_357,Home,215.1,DISCONTINUED
PROD0358,Product_358,Electronics,113.87,DISCONTINUED
PROD0359,Product_359,Electronics,101.05,DISCONTINUED
PROD0360,Product_360,Home,479.67,ACTIVE
PROD0361,Product_361,Electronics,67.59,DISCONTINUED
PROD0362,Product_362,Clothing,372.41,DISCONTINUED
PROD0363,Product_363,Grocery,899.15,ACTIVE
PROD0364,Product_364,Home,372.35,DISCONTINUED
PROD0365,Product_365,Home,172.04,DISCONTINUED
PROD0366,Product_366,Electronics,481.53,ACTIVE
PROD0367,Product_367,Home,332.18,ACTIVE
PROD0368,Product_368,Grocery,536.43,DISCONTINUED
PROD0369,Product_369,Grocery,759.0,ACTIVE
PROD0370,Product_370,Clothing,125.47,DISCONTINUED
PROD0371,Product_371,Clothing,50.81,DISCONTINUED
PROD0372,Product_372,Electronics,542.8,DISCONTINUED
PROD0373,Product_373,Grocery,642.5,ACTIVE
PROD0374,Product_374,Clothing,752.31,DISCONTINUED
PROD0375,Product_375,Home,102.81,DISCONTINUED
PROD0376,Product_376,Clothing,105.78,DISCONTINUED
PROD0377,Product_377,Home,168.26,ACTIVE
PROD0378,Product_378,Electronics,213.52,DISCONTINUED
PROD0379,Product_379,Home,848.39,ACTIVE
PROD0380,Product_380,Grocery,894.28,ACTIVE
PROD0381,Product_381,Grocery,967.16,ACTIVE
PROD0382,Product_382,Electronics,537.3,DISCONTINUED
PROD0383,Product_383,Clothing,898.37,DISCONTINUED
PROD0384,Product_384,Home,11.46,ACTIVE
PROD0385,Product_385,Electronics,36.13,ACTIVE
PROD0386,Product_386,Electronics,920.38,ACTIVE
PROD0387,Product_387,Home,656.37,ACTIVE
PROD0388,Product_388,Electronics,395.71,DISCONTINUED
PROD0389,Product_389,Clothing,486.41,ACTIVE
PROD0390,Product_390,Grocery,475.34,ACTIVE
PROD0391,Product_391,Clothing,73.63,DISCONTINUED
PROD0392,Product_392,Grocery,290.39,ACTIVE
PROD0393,Product_393,Home,437.31,DISCONTINUED
PROD0394,Product_394,Electronics,476.11,ACTIVE
PROD0395,Product_395,Electronics,597.05,ACTIVE
PROD0396,Product_396,Electronics,822.06,ACTIVE
PROD0397,Product_397,Home,363.12,ACTIVE
PROD0398,Product_398,Home,538.5,ACTIVE
PROD0399,Product_399,Electronics,959.86,ACTIVE
PROD0400,Product_400,Home,807.83,DISCONTINUED
PROD0401,Product_401,Electronics,391.97,ACTIVE
PROD0402,Product_402,Clothing,657.54,ACTIVE
PROD0403,Product_403,Clothing,734.74,DISCONTINUED
PROD0404,Product_404,Clothing,910.15,DISCONTINUED
PROD0405,Product_405,Clothing,507.89,ACTIVE
PROD0406,Product_406,Grocery,701.27,ACTIVE
PROD0407,Product_407,Clothing,980.55,ACTIVE
PROD0408,Product_408,Grocery,454.66,ACTIVE
PROD0409,Product_409,Grocery,124.68,DISCONTINUED
PROD0410,Product_410,Clothing,493.79,ACTIVE
PROD0411,Product_411,Clothing,792.06,DISCONTINUED
PROD0412,Product_412,Clothing,752.0,ACTIVE
PROD0413,Product_413,Clothing,294.63,DISCONTINUED
PROD0414,Product_414,Home,855.61,DISCONTINUED
PROD0415,Product_415,Clothing,212.89,DISCONTINUED
PROD0416,Product_416,Clothing,338.47,DISCONTINUED
PROD0417,Product_417,Grocery,194.62,DISCONTINUED
PROD0418,Product_418,Home,853.68,ACTIVE
PROD0419,Product_419,Home,588.12,DISCONTINUED
PROD0420,Product_420,Electronics,211.97,ACTIVE
PROD0421,Product_421,Home,97.2,DISCONTINUED
PROD0422,Product_422,Electronics,218.96,ACTIVE
PROD0423,Product_423,Clothing,916.4,DISCONTINUED
PROD0424,Product_424,Clothing,627.47,ACTIVE
PROD0425,Product_425,Home,825.86,ACTIVE
PROD0426,Product_426,Clothing,672.22,DISCONTINUED
PROD0427,Product_427,Home,68.01,DISCONTINUED
PROD0428,Product_428,Clothing,767.55,ACTIVE
PROD0429,Product_429,Home,785.79,ACTIVE
PROD0430,Product_430,Home,495.27,DISCONTINUED
PROD0431,Product_431,Home,51.47,ACTIVE
PROD0432,Product_432,Home,554.48,DISCONTINUED
PROD0433,Product_433,Clothing,567.59,DISCONTINUED
PROD0434,Product_434,Home,638.8,ACTIVE
PROD0435,Product_435,Home,654.61,ACTIVE
PROD0436,Product_436,Electronics,363.9,DISCONTINUED
PROD0437,Product_437,Clothing,160.63,ACTIVE
PROD0438,Product_438,Grocery,444.72,DISCONTINUED
PROD0439,Product_439,Grocery,325.55,ACTIVE
PROD0440,Product_440,Clothing,970.94,ACTIVE
PROD0441,Product_441,Grocery,558.92,ACTIVE
PROD0442,Product_442,Clothing,337.47,DISCONTINUED
PROD0443,Product_443,Home,343.7,ACTIVE
PROD0444,Product_444,Electronics,463.07,ACTIVE
PROD0445,Product_445,Clothing,241.26,DISCONTINUED
PROD0446,Product_446,Home,726.9,DISCONTINUED
PROD0447,Product_447,Electronics,906.1,DISCONTINUED
PROD0448,Product_448,Electronics,420.1,ACTIVE
PROD0449,Product_449,Electronics,190.06,DISCONTINUED
PROD0450,Product_450,Grocery,790.63,ACTIVE
PROD0451,Product_451,Home,896.85,DISCONTINUED
PROD0452,Product_452,Grocery,233.83,DISCONTINUED
PROD0453,Product_453,Home,168.72,DISCONTINUED
PROD0454,Product_454,Grocery,431.01,DISCONTINUED
PROD0455,Product_455,Electronics,121.58,ACTIVE
PROD0456,Product_456,Clothing,57.94,ACTIVE
PROD0457,Product_457,Grocery,877.87,ACTIVE
PROD0458,Product_458,Grocery,770.14,DISCONTINUED
PROD0459,Product_459,Grocery,621.63,ACTIVE
PROD0460,Product_460,Home,147.26,ACTIVE
PROD0461,Product_461,Grocery,407.18,ACTIVE
PROD0462,Product_462,Electronics,876.9,ACTIVE
PROD0463,Product_463,Clothing,602.03,DISCONTINUED
PROD0464,Product_464,Electronics,706.93,ACTIVE
PROD0465,Product_465,Electronics,194.53,ACTIVE
PROD0466,Product_466,Home,478.38,DISCONTINUED
PROD0467,Product_467,Electronics,121.63,DISCONTINUED
PROD0468,Product_468,Home,511.94,DISCONTINUED
PROD0469,Product_469,Grocery,514.54,ACTIVE
PROD0470,Product_470,Clothing,583.66,ACTIVE
PROD0471,Product_471,Grocery,988.69,DISCONTINUED
PROD0472,Product_472,Electronics,588.02,DISCONTINUED
PROD0473,Product_473,Clothing,764.71,DISCONTINUED
PROD0474,Product_474,Grocery,790.57,ACTIVE
PROD0475,Product_475,Grocery,364.97,DISCONTINUED
PROD0476,Product_476,Electronics,829.31,ACTIVE
PROD0477,Product_477,Grocery,336.93,ACTIVE
PROD0478,Product_478,Home,788.22,DISCONTINUED
PROD0479,Product_479,Home,389.89,DISCONTINUED
PROD0480,Product_480,Clothing,662.49,DISCONTINUED
PROD0481,Product_481,Clothing,312.39,ACTIVE
PROD0482,Product_482,Electronics,51.65,ACTIVE
PROD0483,Product_483,Grocery,147.51,DISCONTINUED
PROD0484,Product_484,Clothing,906.71,DISCONTINUED
PROD0485,Product_485,Electronics,394.69,ACTIVE
PROD0486,Product_486,Clothing,974.1,DISCONTINUED
PROD0487,Product_487,Electronics,512.29,DISCONTINUED
PROD0488,Product_488,Grocery,404.01,DISCONTINUED
PROD0489,Product_489,Grocery,729.73,ACTIVE
PROD0490,Product_490,Clothing,352.78,ACTIVE
PROD0491,Product_491,Grocery,837.29,DISCONTINUED
PROD0492,Product_492,Electronics,977.56,ACTIVE
PROD0493,Product_493,Home,764.12,DISCONTINUED
PROD0494,Product_494,Electronics,682.65,ACTIVE
PROD0495,Product_495,Clothing,518.72,DISCONTINUED
PROD0496,Product_496,Home,489.4,DISCONTINUED
PROD0497,Product_497,Grocery,835.4,DISCONTINUED
PROD0498,Product_498,Clothing,638.33,DISCONTINUED
PROD0499,Product_499,Grocery,397.57,DISCONTINUED
PROD0500,Product_500,Grocery,696.51,ACTIVE
PROD0501,Product_501,Clothing,30.73,ACTIVE
PROD0502,Product_502,Clothing,639.9,DISCONTINUED
PROD0503,Product_503,Home,314.81,ACTIVE
PROD0504,Product_504,Home,118.56,DISCONTINUED
PROD0505,Product_505,Electronics,307.38,ACTIVE
PROD0506,Product_506,Home,936.43,DISCONTINUED
PROD0507,Product_507,Home,725.54,ACTIVE
